1287.00,948.50
98.50,971.50
544.50,816.50
750.50,799.50
921.00,720.00
946.00,636.50
964.00,559.00
494.50,857.00
568.50,752.00
626.00,653.50
682.00,559.00
714.50,511.50
741.00,471.00
771.00,425.50
805.50,373.00
1023.00,405.50
1021.00,426.50
1021.00,448.50
1040.00,310.00
1048.00,255.50
855.50,262.00
826.00,315.50
1047.50,211.50
1067.00,235.50
